Search Keyword,Job ID,Title,Link,Budget,Posted Time,Skills,Proposals,Client Location,Short Description
voice ai,021996237382835382291,AI Voiceover Specialist,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Voiceover-span-Specialist_~021996237382835382291/?referrer_url_path=/nx/search/jobs/,$5,,,,,"We’re looking for a highly skilled AI Voiceover Specialist to produce high-quality, realistic American male narrations for our YouTube videos using ElevenLabs or other advanced AI voice automation too"
voice ai,021995220767345973111,AI Voice Agent SaaS Platform Development,https://www.upwork.com/jobs/span-class-highlight-span-span-class-highlight-Voice-span-Agent-SaaS-Platform-Development_~021995220767345973111/?referrer_url_path=/nx/search/jobs/,"$15,000",Posted 3 days ago,,,,"I'm looking for a highly skilled technical lead, you may bring 1–2 additional engineers, to build a complete AI Voice Agent SaaS platform. This is an enterprise-level product with a very large and cle"
voice ai,021996233141452016658,Commission-Based Sales Rep / Appointment Setter (AI Company | Remote),https://www.upwork.com/jobs/Commission-Based-Sales-Rep-Appointment-Setter-span-class-highlight-span-Company-Remote_~021996233141452016658/?referrer_url_path=/nx/search/jobs/,$80,,,,,"We’re an AI automation agency looking for experienced appointment setters who can do cold outreach and book qualified meetings.

Compensation:
- 20% commission (first month only)
- No base salary
- Ea"
voice ai,021996229167582228655,Vietnamese Conversation Audio Recording,https://www.upwork.com/jobs/Vietnamese-Conversation-Audio-Recording_~021996229167582228655/?referrer_url_path=/nx/search/jobs/,$40,,,,,"Hi!

We are looking for 50 pairs of Vietnamese natives with standard accent to do a conversation recording. (Please note that you need to have your own partner to do the conversation recording, and we"
voice ai,021996228621726490001,Short Fixing Job - Python AI Developer | AI Voice Agent,https://www.upwork.com/jobs/Short-Fixing-Job-Python-span-class-highlight-span-Developer-span-class-highlight-span-span-class-highlight-Voice-span-Agent_~021996228621726490001/?referrer_url_path=/nx/search/jobs/,$40,,,,,"I need a developer experienced in Python, GPT-4, Twilio, and VAPI to fix and optimize an existing AI voice/call agent setup. The task involves troubleshooting the current logic, improving response han"
voice ai,021996228091420223507,Need help creating an AI Voice for an Avatar,https://www.upwork.com/jobs/Need-help-creating-span-class-highlight-span-span-class-highlight-Voice-span-for-Avatar_~021996228091420223507/?referrer_url_path=/nx/search/jobs/,$4,,,,,I am trying to create an AI character for a social media brand building campaign.  The character will be a a young child who is dressed as a professional and answers legal questions correctly but in t
voice ai,021996227428019182993,Voice AI Developer Skill Test,https://www.upwork.com/jobs/span-class-highlight-Voice-span-span-class-highlight-span-Developer-Skill-Test_~021996227428019182993/?referrer_url_path=/nx/search/jobs/,$35,,,,,Please view the assignment down below for more information
chatbots,021996310514388576275,AI Voice Bot Development with PBX Integration,https://www.upwork.com/jobs/Voice-Bot-Development-with-PBX-Integration_~021996310514388576275/?referrer_url_path=/nx/search/jobs/,$15,Posted 11 minutes ago,,,,"Description:
We need an experienced developer to build an AI-powered Voice Bot that integrates directly with our PBX system to handle real-time phone calls with customers. The goal is to automate conv"
chatbots,021996305720187554834,Build a LLM search tool,https://www.upwork.com/jobs/Build-LLM-search-tool_~021996305720187554834/?referrer_url_path=/nx/search/jobs/,$15,Posted 30 minutes ago,,,,"We are looking to add an LLM text search box to our custom website, www.eyeglasses.com.  It will be trained only on our website.  We anticipate around 100 queries per day, 3000/month

Your proposal sh"
chatbots,021996294956317777297,WhatsApp Automated Chatbot + API Integration for Top-Up Service,https://www.upwork.com/jobs/WhatsApp-Automated-span-class-highlight-Chatbot-span-API-Integration-for-Top-Service_~021996294956317777297/?referrer_url_path=/nx/search/jobs/,$100,Posted 34 minutes ago,,,,"𝗣𝗿𝗼𝗷𝗲𝗰𝘁 𝗢𝘃𝗲𝗿𝘃𝗶𝗲𝘄:
We are looking for a developer to build an automated WhatsApp chatbot that allows users to perform mobile top-up (recharge) operations through a guided conversation.
T"
chatbots,021996302915517755567,Developer Needed to Wrap Excel Financial Model in Web App + Build GPT-Powered Chatbots,https://www.upwork.com/jobs/Developer-Needed-Wrap-Excel-Financial-Model-Web-App-Build-GPT-Powered-span-class-highlight-Chatbots-span_~021996302915517755567/?referrer_url_path=/nx/search/jobs/,$250,Posted 41 minutes ago,,,,"Short Summary:

I’m building a demo “AI financial advisor” where Excel handles all calculations. A simple web app collects inputs through a standard form and three small chatbots that convert conversa"
chatbots,021996297897204986031,Botpress Chatbot Developer + Automation Expert (Website Chatbot),https://www.upwork.com/jobs/Botpress-span-class-highlight-Chatbot-span-Developer-Automation-Expert-Website-span-class-highlight-Chatbot-span_~021996297897204986031/?referrer_url_path=/nx/search/jobs/,$2,Posted 1 hour ago,,,,"We are creating a professional website chatbot for an IT solutions company.
The chatbot must be built in Botpress v12 and include:

Multiple service flows (Cloud, Cybersecurity, Microsoft 365, Google "
chatbots,021996297559521503251,AI Automation Setup Specialist (Freelancer),https://www.upwork.com/jobs/Automation-Setup-Specialist-Freelancer_~021996297559521503251/?referrer_url_path=/nx/search/jobs/,$2,Posted 1 hour ago,,,,"Description:
I run a business helping small businesses automate repetitive admin tasks using AI and workflow automation tools. I’m looking for a freelance automation specialist to implement workflow a"
chatbots,021996285044407929874,Urgent Meeting Request – Conversational AI in GoHighLevel,https://www.upwork.com/jobs/Urgent-Meeting-Request-Conversational-GoHighLevel_~021996285044407929874/?referrer_url_path=/nx/search/jobs/,"$1,000",,,,,We are looking for an experienced developer or AI specialist who can create and implement conversational AI solutions within Go High Level. The ideal candidate should have hands-on experience building
chatbots,021996281590109178898,N8N Specialist Needed for Multi-Tenant RAG and Document Management,https://www.upwork.com/jobs/N8N-Specialist-Needed-for-Multi-Tenant-RAG-and-Document-Management_~021996281590109178898/?referrer_url_path=/nx/search/jobs/,$15,,,,,"Project Goal:
Develop robust N8N workflows for a multi-tenant RAG chatbot backend, handling the complete lifecycle of documents: secure upload, indexing, and crucial deletion/de-indexing. The RAG proc"
chatbots,021996275536866418065,n8n AI Agent Builder and Automations,https://www.upwork.com/jobs/n8n-Agent-Builder-and-Automations_~021996275536866418065/?referrer_url_path=/nx/search/jobs/,Hourly,,,,,"I need someone to set up a group of AI agents on n8n to automate various business development research, social media content posts and scheduling, copywriting, Divi website edits, and other automation"
chatbots,021996272573587007507,AI Agent to track issues in JIRA,https://www.upwork.com/jobs/Agent-track-issues-JIRA_~021996272573587007507/?referrer_url_path=/nx/search/jobs/,$15,,,,,Need to have an AI Agent to track issues in JIRA. The AI agent needs to be created on a specific platform using python and integrate it with JIRA.
chatbots,021996263160323190959,AI platform to practice sales calls,https://www.upwork.com/jobs/platform-practice-sales-calls_~021996263160323190959/?referrer_url_path=/nx/search/jobs/,Hourly,,,,,I am looking to create an AI platform that is for sales people to practice calls with an AI agent. The idea is sales teams will use the platform to practice cold calls + all other scenarios throughout
chatbots,021996255179237894163,U Chat AI Assistant Developer,https://www.upwork.com/jobs/Chat-Assistant-Developer_~021996255179237894163/?referrer_url_path=/nx/search/jobs/,$150,,,,,"AI Bot Builder for Dealership Demo (UChat Required)

We’re looking for an AI developer who can help us build a high-ROI demo bot for car dealerships using UChat. The goal isn’t to build a full product"
chatbots,021996206469816725679,AI Prompt & Workflow Specialist for Zendesk + Eesel AI (with basic API knowledge),https://www.upwork.com/jobs/Prompt-Workflow-Specialist-for-Zendesk-Eesel-with-basic-API-knowledge_~021996206469816725679/?referrer_url_path=/nx/search/jobs/,$22,,,,,"We are Brouwland, Europe´s leading wholesaler for all your craft brewing, wine making or artisan food needs.
We are currently setting up AI-driven workflows in Zendesk using Eesel AI and are looking f"
chatbots,021996249540599586193,AI Consultant Needed for MSP Projects in the UK,https://www.upwork.com/jobs/Consultant-Needed-for-MSP-Projects-the_~021996249540599586193/?referrer_url_path=/nx/search/jobs/,$19,,,,,We are a Managed Service Provider (MSP) based in the UK seeking a skilled consultant or agency to partner with us on AI projects and implementations. The ideal candidate will have strong experience in
chatbots,021996238381658615983,Voice Automation Developer (Phone Call Routing + Whisper/TTS),https://www.upwork.com/jobs/Voice-Automation-Developer-Phone-Call-Routing-Whisper-TTS_~021996238381658615983/?referrer_url_path=/nx/search/jobs/,$9,,,,,"Looking for an engineer who has worked on:

Voice-to-text using Whisper
TTS engines
Phone call automation
Twilio/Vonage call flows
Building natural call-answering systems
If you’ve built any call auto"
chatbots,021996236971401022482,Developer Needed for Custom Chat Automation – Long-Term Work,https://www.upwork.com/jobs/Developer-Needed-for-Custom-Chat-Automation-Long-Term-Work_~021996236971401022482/?referrer_url_path=/nx/search/jobs/,$9,,,,,"We’re looking for a reliable developer who has already implemented custom chat automations for businesses.
If you have experience with:

Website chat integrations
WhatsApp/FB/IG automation
Conversatio"
chatbots,021996220766216784914,AI automation,https://www.upwork.com/jobs/automation_~021996220766216784914/?referrer_url_path=/nx/search/jobs/,Hourly,,,,,"We are building an AI-powered lead follow-up and appointment booking system for small businesses. We need a white-label backend partner who can deliver:

• A custom AI chatbot that can reply to leads,"
chatbots,021996212438525227183,Chatbot Development Project,https://www.upwork.com/jobs/span-class-highlight-Chatbot-span-Development-Project_~021996212438525227183/?referrer_url_path=/nx/search/jobs/,$15,,,,,"We are seeking a skilled chatbot developer to create an interactive chatbot for our business. The ideal candidate will have experience in designing, developing, and deploying chatbots across various p"
chatbots,021996203009285238959,Voice Agent Quick Fixes Needed,https://www.upwork.com/jobs/Voice-Agent-Quick-Fixes-Needed_~021996203009285238959/?referrer_url_path=/nx/search/jobs/,$10,,,,,"I'm building out voice AI agents for customer service and need someone quick to troubleshoot and fix issues like prompt glitches, speech-to-text errors, or integrations with Twilio/VAPI/n8n. Deliverab"
chatbots,021996201840323211353,Brand Voice GPT Development and Training,https://www.upwork.com/jobs/Brand-Voice-GPT-Development-and-Training_~021996201840323211353/?referrer_url_path=/nx/search/jobs/,$10,,,,,We are looking for an experienced AI prompt engineer or ChatGPT specialist to help us build a robust Brand Voice GPT inside our ChatGPT account. We already have a style guide in place—your role is to 
chatbots,021996202144870173714,"Email AI Quick Fixes
 Needed",https://www.upwork.com/jobs/Email-Quick-Fixes-Needed_~021996202144870173714/?referrer_url_path=/nx/search/jobs/,$300,,,,,"Looking for a sharp AI specialist to handle fast tweaks on email automation flows – things like response generation bugs, CRM syncs (Gmail/Outlook + OpenAI), or classification errors. Specific deliver"
chatbots,021996200518268750866,WhatsApp Chatbot & Automation System for Lead Qualification and Tenant Support,https://www.upwork.com/jobs/WhatsApp-span-class-highlight-Chatbot-span-amp-Automation-System-for-Lead-Qualification-and-Tenant-Support_~021996200518268750866/?referrer_url_path=/nx/search/jobs/,$2,,,,,"About the Business:
I manage multiple rental properties and sublets for foreign workers. Every day I receive many messages from two groups:

New leads asking about available rooms

Existing tenants re"
chatbots,021996178756895649881,AI Kurdish and Iraqi WhatsApp chatbot / language model,https://www.upwork.com/jobs/Kurdish-and-Iraqi-WhatsApp-span-class-highlight-chatbot-span-language-model_~021996178756895649881/?referrer_url_path=/nx/search/jobs/,$500,,,,,We are developing a chatbot that can interact with customers in Iraqi Arabic as well as Iraqi Kurdish. For Kurdish there are some models on hugging face but we will likely need to implement continuous
chatbots,021996138018494359571,AI-Powered WhatsApp Integration Developer,https://www.upwork.com/jobs/Powered-WhatsApp-Integration-Developer_~021996138018494359571/?referrer_url_path=/nx/search/jobs/,$2,,,,,"We are seeking an experienced developer to create an innovative solution involving Apify, database integration, and AI technology. The project will focus on integrating an AI caller and WhatsApp API, "
chatbots,021996124206584246447,Automation servcices,https://www.upwork.com/jobs/Automation-servcices_~021996124206584246447/?referrer_url_path=/nx/search/jobs/,$500,,,,,hi can you make a workflow for me as the core theme of my automation process is to automate videos from veo to scriptt writing using open ai api and then upload oin yt
chatbots,021996120362999558319,Outbound Voice Bot Integration Developer (GHL + VAPI),https://www.upwork.com/jobs/Outbound-Voice-Bot-Integration-Developer-GHL-VAPI_~021996120362999558319/?referrer_url_path=/nx/search/jobs/,$100,,,,,"I’m looking for an experienced developer to connect an outbound voice bot between Go High Level (GHL) and VAPI. The task requires setting up a VAPI endpoint that accepts API requests from GHL, trigger"
chatbots,021996114168917405785,Freelance AI Chatbot Developer for Website & Airbnb Automation,https://www.upwork.com/jobs/Freelance-span-class-highlight-Chatbot-span-Developer-for-Website-amp-Airbnb-Automation_~021996114168917405785/?referrer_url_path=/nx/search/jobs/,$50,,,,,"We are looking for an experienced and highly skilled AI Chatbot Developer to design, build, and deploy a custom, intelligent chatbot solution. This bot will be integrated into our main website and our"
chatbots,021996058314267167762,"Open Talent Bench (AI, Automation, Workflows, Systems)",https://www.upwork.com/jobs/Open-Talent-Bench-Automation-Workflows-Systems_~021996058314267167762/?referrer_url_path=/nx/search/jobs/,$2,,,,,"Remote • Project-Based • Flexible • Bring Your Skillset

ShiftWorks is building a bench of highly skilled contractors to support our growing pipeline of AI & workflow consulting projects. We specializ"
chatbots,021996092455711355055,Help Needed: Retell AI Call Summary Debug + Fix (24-Hour Deadline),https://www.upwork.com/jobs/Help-Needed-Retell-Call-Summary-Debug-Fix-Hour-Deadline_~021996092455711355055/?referrer_url_path=/nx/search/jobs/,$100,,,,,"Title:
Retell AI Expert Needed to Fix New-Patient Call Summary Data Capture (24-Hour Completion)

Job Description:
I am seeking an experienced Retell AI specialist to urgently troubleshoot and fix a d"
chatbots,021996090756717874194,Integration Specialist for Teamwork and Chat GPT,https://www.upwork.com/jobs/Integration-Specialist-for-Teamwork-and-Chat-GPT_~021996090756717874194/?referrer_url_path=/nx/search/jobs/,$5,,,,,"Summary

We are seeking an experienced integration specialist to automate the generation of monthly task reports between Teamwork and Chat GPT. The ideal candidate will have a strong background in sof"
